+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                            ;
+--------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                        ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; detectorIzquierda                                ; 18    ; 9              ; 0            ; 9              ; 11     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; uartModule|uart_rx                               ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; uartModule|uart_tx                               ; 11    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; uartModule|uart_baud                             ; 1     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; uartModule                                       ; 12    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; SH_REG1                                          ; 914   ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Timer1                                           ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; StateMach1                                       ; 5     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|A2Bin_rpm6                      ; 16    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|A2Bin_rpm5                      ; 16    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|A2Bin_rpm4                      ; 16    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|A2Bin_rpm3                      ; 16    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|A2Bin_rpm2                      ; 16    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|A2Bin_rpm1                      ; 16    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm6|Comp_Mensaje       ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm6|Bin_BCD            ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm6                    ; 27    ; 8              ; 0            ; 8              ; 49     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm5|Comp_Mensaje       ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm5|Bin_BCD            ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm5                    ; 27    ; 8              ; 0            ; 8              ; 49     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm4|Comp_Mensaje       ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm4|Bin_BCD            ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm4                    ; 27    ; 8              ; 0            ; 8              ; 49     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm3|Comp_Mensaje       ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm3|Bin_BCD            ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm3                    ; 27    ; 8              ; 0            ; 8              ; 49     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm2|Comp_Mensaje       ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm2|Bin_BCD            ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm2                    ; 27    ; 8              ; 0            ; 8              ; 49     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm1|Comp_Mensaje       ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm1|Bin_BCD            ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_rpm1                    ; 27    ; 8              ; 0            ; 8              ; 49     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo7|Comp_Mensaje    ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo7|Bin_BCD         ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo7                 ; 27    ; 9              ; 0            ; 9              ; 49     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo6|Comp_Mensaje    ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo6|Bin_BCD         ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo6                 ; 27    ; 9              ; 0            ; 9              ; 49     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo5|Comp_Mensaje    ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo5|Bin_BCD         ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo5                 ; 27    ; 9              ; 0            ; 9              ; 49     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo4|Comp_Mensaje    ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo4|Bin_BCD         ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo4                 ; 27    ; 9              ; 0            ; 9              ; 49     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo3|Comp_Mensaje    ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo3|Bin_BCD         ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo3                 ; 27    ; 9              ; 0            ; 9              ; 49     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo2|Comp_Mensaje    ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo2|Bin_BCD         ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo2                 ; 27    ; 9              ; 0            ; 9              ; 49     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo1|Comp_Mensaje    ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo1|Bin_BCD         ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_angulo1                 ; 27    ; 9              ; 0            ; 9              ; 49     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente6|Comp_Mensaje ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente6|Bin_BCD      ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente6              ; 27    ; 9              ; 0            ; 9              ; 49     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente5|Comp_Mensaje ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente5|Bin_BCD      ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente5              ; 27    ; 9              ; 0            ; 9              ; 49     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente4|Comp_Mensaje ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente4|Bin_BCD      ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente4              ; 27    ; 9              ; 0            ; 9              ; 49     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente3|Comp_Mensaje ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente3|Bin_BCD      ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente3              ; 27    ; 9              ; 0            ; 9              ; 49     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente2|Comp_Mensaje ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente2|Bin_BCD      ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente2              ; 27    ; 9              ; 0            ; 9              ; 49     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente1|Comp_Mensaje ; 25    ; 23             ; 0            ; 23             ; 48     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente1|Bin_BCD      ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1|mensaje_corriente1              ; 27    ; 9              ; 0            ; 9              ; 49     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MensajeCompleto1                                 ; 306   ; 52             ; 0            ; 52             ; 913    ; 52              ; 52            ; 52              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mux1                                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+--------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
